3 3 3 30 40 50	8.39607e+06	1.43144e+07	2.97402e+06	611893	2.00582e+09	2.52213e+08	5.30186e+08	4481789260
3 3 3 30 40 70	8.47885e+06	1.42858e+07	3.02559e+06	600921	2027836895	2.51993e+08	5.30186e+08	7761765129
3 3 3 30 40 90	8.81464e+06	1.42399e+07	3.29112e+06	609235	1.66787e+09	2.38178e+08	5.30186e+08	6331777350
3 3 3 30 40 110	8.53032e+06	1.41177e+07	3.04758e+06	594470	1.40929e+09	2.27596e+08	5.30186e+08	6779139721
3 3 3 30 60 50	8.6769e+06	1.42873e+07	3.19904e+06	614402	2134003017	2.56071e+08	5.30186e+08	7296431649
3 3 3 30 60 70	8.56532e+06	1.41542e+07	3.14438e+06	594031	1.81475e+09	2.43968e+08	5.30186e+08	5160815438
3 3 3 30 60 90	8.58641e+06	1.42769e+07	3.14286e+06	605883	2.23004e+09	2.56617e+08	5.30186e+08	5983509531
3 3 3 30 60 110	8.96128e+06	1.41928e+07	3.4978e+06	619468	2.04233e+09	2.54038e+08	5.30186e+08	5294777077
3 3 3 30 80 50	8.44199e+06	1.4213e+07	3.05448e+06	596366	2.54991e+09	2.7084e+08	5.30186e+08	6408401768
3 3 3 30 80 70	8.60221e+06	1.43746e+07	3.16576e+06	602132	1.68075e+09	2.42936e+08	5.30186e+08	7785658211
3 3 3 30 80 90	8.78496e+06	1.43621e+07	3.26821e+06	610139	2.21662e+09	2.56206e+08	5.30186e+08	5002709734
3 3 3 30 80 110	8.55858e+06	1.42698e+07	3.12695e+06	600256	2.05855e+09	2.49964e+08	5.30186e+08	7266389740
3 3 3 30 100 50	8.62842e+06	1.43222e+07	3.10384e+06	594666	1.58355e+09	2.38678e+08	5.30186e+08	5494624189
3 3 3 30 100 70	8.49695e+06	1.43286e+07	3.0379e+06	607989	2.11302e+09	2.55079e+08	5.30186e+08	7128289219
3 3 3 30 100 90	8.68043e+06	1.42468e+07	3.21904e+06	590968	2.01879e+09	2.47228e+08	5.30186e+08	6760286247
3 3 3 30 100 110	8.48943e+06	1.42942e+07	3.0225e+06	605432	2.08784e+09	2.56796e+08	5.30186e+08	5867722258
3 3 3 30 120 50	8.38706e+06	1.41659e+07	2.93812e+06	619048	2.01164e+09	2.61419e+08	5.30186e+08	7209978880
3 3 3 30 120 70	8.48583e+06	1.42205e+07	3.02916e+06	587576	1.45513e+09	2.3228e+08	5.30186e+08	7279050071
3 3 3 30 120 90	8.46562e+06	1.45317e+07	3.02556e+06	599044	1.81989e+09	2.39571e+08	5.30186e+08	6519548957
3 3 3 30 120 110	8.39797e+06	1.4262e+07	3.01046e+06	593490	1.45186e+09	2.27227e+08	5.30186e+08	6845470739
3 3 3 50 40 50	8.34588e+06	1.42493e+07	2.90168e+06	594294	1.85952e+09	255419984	5.30186e+08	8303694820
3 3 3 50 40 70	8.28523e+06	1.43171e+07	2.90541e+06	617667	2.26703e+09	2.57506e+08	5.30186e+08	6790992407
3 3 3 50 40 90	8.49179e+06	1.42028e+07	3.02826e+06	595653	1.7846e+09	2.40067e+08	5.30186e+08	5970963181
3 3 3 50 40 110	8.90704e+06	1.43811e+07	3.35246e+06	597201	2.22574e+09	2.59264e+08	5.30186e+08	7172606652
3 3 3 50 60 50	8.78791e+06	1.42691e+07	3.34527e+06	596477	2.22281e+09	2.54033e+08	5.30186e+08	6758930668
3 3 3 50 60 70	8.64096e+06	1.42727e+07	3.18477e+06	595668	1.79088e+09	2.43396e+08	530185886	7221720234
3 3 3 50 60 90	8.69056e+06	1.42839e+07	3.23758e+06	587613	1.96159e+09	2.44657e+08	5.30186e+08	5514160789
3 3 3 50 60 110	8.31231e+06	1.42791e+07	2.85706e+06	597540	1785959097	2.38478e+08	5.30186e+08	7138861901
3 3 3 50 80 50	8.17114e+06	1.42122e+07	2.76756e+06	596938	2.92592e+09	2.83728e+08	5.30186e+08	8557885678
3 3 3 50 80 70	8.0093e+06	1.41021e+07	2637137	601020	2.27397e+09	2.61367e+08	5.30186e+08	4900042718
3 3 3 50 80 90	8.46841e+06	1.43481e+07	3.02441e+06	603003	1.42954e+09	2.27391e+08	5.30186e+08	4690853002
3 3 3 50 80 110	8.76871e+06	1.41512e+07	3.22733e+06	606700	1610306144	2.35378e+08	5.30186e+08	4926856951
3 3 3 50 100 50	8.89707e+06	1.42862e+07	3.40935e+06	602429	2.18982e+09	2.53289e+08	5.30186e+08	7544587688
3 3 3 50 100 70	8.46741e+06	1.41909e+07	3.04267e+06	594023	1.63325e+09	2.37554e+08	5.30186e+08	5881196795
3 3 3 50 100 90	8.89503e+06	1.43032e+07	3.32927e+06	600664	1.42596e+09	2.28117e+08	5.30186e+08	7974624673
3 3 3 50 100 110	8.19861e+06	1.43049e+07	2.78498e+06	597385	2080520164	2.53283e+08	5.30186e+08	6265429704
3 3 3 50 120 50	8.91735e+06	1.43448e+07	3.35561e+06	598239	1.82235e+09	2.51758e+08	530185884	6434526386
3 3 3 50 120 70	8.32045e+06	1.42557e+07	2.9162e+06	607365	1.63479e+09	2.39237e+08	5.30186e+08	5055206268
3 3 3 50 120 90	8.21684e+06	1.42346e+07	2.7619e+06	605626	2.47381e+09	2.67979e+08	5.30186e+08	5674705841
3 3 3 50 120 110	9.07389e+06	1.4252e+07	3.53698e+06	606479	1.61389e+09	2.35279e+08	5.30186e+08	5540014480
3 3 3 70 40 50	8.86895e+06	1.4263e+07	3.31255e+06	604860	2.30822e+09	2.64381e+08	5.30186e+08	5990455140
