16 10 10 10	275971	275877	80622.5	20551.1	6.78901e+07	4.99597e+06	1.02888e+06	260431262
16 10 10 20	416750	433133	123820	27905.2	1.18872e+08	7.27925e+06	2.06195e+06	334379287
16 10 10 30	564630	670464	153171	35775.2	6.09955e+07	3.28413e+06	3.36748e+06	366050075
16 10 10 40	755121	974478	192438	45136.8	8.02823e+07	4.04335e+06	5.00334e+06	437910097
16 10 10 50	986537	1.37908e+06	252926	54160.3	143385750	9.37149e+06	6.94844e+06	386694419
16 10 10 60	1.20059e+06	1.76814e+06	265399	66885.1	3.35174e+08	1.61838e+07	9.04057e+06	529108799
16 10 10 70	1.31092e+06	1.97198e+06	294679	68172	1.36328e+08	9.95301e+06	1.04684e+07	440505185
16 10 10 80	1.45247e+06	2.17031e+06	329675	68917.3	132277883	9.61819e+06	1.1901e+07	363903214
16 10 20 20	478441	601821	115764	32574.2	7.86745e+07	5.93881e+06	3.87406e+06	286627793
16 10 20 30	791890	1106937	191907	42926.5	182333814	1.10073e+07	6.55388e+06	334170559
16 10 20 40	1.08544e+06	1.6479e+06	231443	54788.8	137566933	9.392e+06	9.79041e+06	423528733
16 10 20 50	1.45401e+06	2.34052e+06	300556	69782.4	2.60774e+08	1.85324e+07	1.35181e+07	475293097
16 10 20 60	1.83314e+06	3.03961e+06	366123	76591.4	1.88078e+08	1.292e+07	1.72325e+07	636119845
16 10 20 70	1.9781e+06	3.37578e+06	340655	85272.6	1.38306e+08	1.3614e+07	1.99652e+07	484484600
16 10 20 80	2.18152e+06	3.77646e+06	396775	82687.1	2.00591e+08	1.54957e+07	2.27026e+07	452103161
16 10 30 30	902618	1.37862e+06	210119	48747.4	9.51357e+07	7.20355e+06	9.43827e+06	417515550
16 10 30 40	1.40074e+06	2.25076e+06	334070	60159.2	1.87642e+08	1.37972e+07	1.4468e+07	399167435
16 10 30 50	1.9616e+06	3295420	368838	79310.2	1.77154e+08	1.64422e+07	2.01918e+07	414218513
16 10 30 60	2.38385e+06	4.15835e+06	403716	84636.1	1.42564e+08	1.62814e+07	2.54206e+07	732624429
16 10 30 70	2.68862e+06	4.69581e+06	441777	93361.3	2.2651e+08	1.83508e+07	2.94621e+07	604044995
16 10 30 80	3.01208e+06	5.24681e+06	480474	96660.4	1.56732e+08	1.37885e+07	3.35041e+07	748669139
16 10 40 40	1.6394e+06	2.6426e+06	334495	68420.1	2.3522e+08	2.56534e+07	1.8485e+07	332046042
16 10 40 50	2.45658e+06	4.16606e+06	419684	85345.7	1.44536e+08	1.49554e+07	2.6697e+07	544205236
16 10 40 60	3.04086e+06	5.24699e+06	500807	98326.4	1.6496e+08	20789356	3.36129e+07	1550401543
16 10 40 70	3.42834e+06	6.0278e+06	616682	102962	2.35773e+08	2.83055e+07	3.8959e+07	651607194
16 10 40 80	3.8242e+06	6.74209e+06	643337	115904	1.80319e+08	3.58898e+07	4.43056e+07	675962375
16 10 50 50	2.7979e+06	4.83952e+06	463499	88187.5	1.4139e+08	2.03975e+07	3.21079e+07	534473948
16 10 50 60	3.70288e+06	6.35996e+06	551077	102956	1.56257e+08	2.03493e+07	4.18052e+07	677166942
16 10 50 70	4.16405e+06	7.35045e+06	597301	110014	2.61326e+08	3.87916e+07	4.84559e+07	640329752
16 10 50 80	4.67465e+06	8.17435e+06	649547	120592	3.04115e+08	4.39861e+07	5.51204e+07	797524206
16 10 60 60	4.30902e+06	7.54469e+06	738218	112773	2.36385e+08	34618920	5.00215e+07	745063245
16 10 60 70	4.88398e+06	8.45653e+06	792635	128689	1.92369e+08	5.59053e+07	5.79527e+07	809457731
16 10 60 80	5.51341e+06	9.21838e+06	740766	144602	183354800	1.22905e+08	6.59244e+07	1192484194
16 10 70 70	5.70183e+06	9.39493e+06	865529	141093	1.99211e+08	1.34007e+08	6.74657e+07	1522031674
16 10 70 80	6.31454e+06	1.04258e+07	866279	156057	2.2134e+08	1.87505e+08	7.67103e+07	916442456
16 10 80 80	7.14849e+06	1.1652e+07	929705	176487	2.31634e+08	2.51416e+08	8.75118e+07	1048093987
16 20 20 20	622938	882454	154293	34896.6	6.60476e+07	5.31963e+06	7.11092e+06	480595336
16 20 20 30	1.0481e+06	1.65368e+06	206476	48640	134984427	9.12027e+06	1.22153e+07	477968383
16 20 20 40	1.60474e+06	2.66696e+06	309953	64133.4	1.06597e+08	9.71659e+06	1.82338e+07	626467434
16 20 20 50	2.28226e+06	3903606	388856	78905.5	1.44787e+08	1.23715e+07	2.54097e+07	514333870
16 20 20 60	2999875	5.23038e+06	489965	93524.2	167601589	1.54169e+07	3.29057e+07	567053372
16 20 20 70	3.40053e+06	5968452	527100	101225	1.80884e+08	1.78699e+07	3.81342e+07	681092393
16 20 20 80	3.77531e+06	6.68887e+06	552666	105127	1.75153e+08	1.64324e+07	4.33608e+07	741067362
16 20 30 30	1.3965e+06	2.28493e+06	284628	54749.1	1.04464e+08	9.68263e+06	1.78875e+07	607903977
16 20 30 40	2261194	3.84696e+06	388804	70313.8	1.62087e+08	1.40067e+07	2.75801e+07	509651413
16 20 30 50	3.36326e+06	5.75388e+06	595634	93055.8	1.53402e+08	1.71565e+07	3.85073e+07	769624793
16 20 30 60	4.18744e+06	7.40836e+06	599770	108573	1.60808e+08	2.34428e+07	4.8552e+07	727688727
16 20 30 70	4.76233e+06	8.2831e+06	672682	122129	2.08716e+08	4.09561e+07	5.62852e+07	642931194
16 20 30 80	5.35487e+06	9.23006e+06	693053	132894	2.17937e+08	7.87629e+07	6.40191e+07	867789247
16 20 40 40	2737766	4.73424e+06	417319	81161	1.35432e+08	1.70597e+07	3.52266e+07	537122029
16 20 40 50	4.23777e+06	7.39404e+06	584483	111229	3.8204e+08	4.21166e+07	5.1239e+07	652811217
16 20 40 60	5.35951e+06	9.18796e+06	689406	141838	2.20765e+08	9.17362e+07	6.42139e+07	644284471
16 20 40 70	6.13807e+06	10321089	924249	159543	3.83817e+08	1.78831e+08	7.44451e+07	851991699
16 20 40 80	6.92777e+06	1.14879e+07	827747	164077	2.3618e+08	2.1321e+08	8.46774e+07	1183556647
16 20 50 50	4.89952e+06	8381396	663581	125292	2.1554e+08	8.74126e+07	6.1399e+07	637663604
16 20 50 60	6.549e+06	1.09175e+07	878046	163670	247351186	1.9393e+08	7.98758e+07	1039892155
16 20 50 70	7.47862e+06	1.22687e+07	1.01922e+06	177487	2.41161e+08	2.88007e+08	9.26264e+07	914623214
16 20 50 80	8.48402e+06	1.38762e+07	988462	187551	2.65662e+08	3.82573e+08	1.05336e+08	1111126384
16 20 60 60	7.70741e+06	1.26628e+07	921744	187775	3.15532e+08	2.53269e+08	9.55815e+07	1207567504
16 20 60 70	8.82964e+06	1.45519e+07	992658	203371	3.08068e+08	4.10028e+08	1.1079e+08	1385079227
16 20 60 80	1.00103e+07	1.6453e+07	1.13091e+06	235999	4.4171e+08	5.67311e+08	1.26023e+08	1584921295
16 20 70 70	10249762	1.69719e+07	1.15634e+06	238447	4.15961e+08	5.61771e+08	1.28954e+08	1544750138
16 20 70 80	1.15717e+07	1.91587e+07	1.28013e+06	263398	3.93387e+08	6.96269e+08	1.46686e+08	2238974826
16 20 80 80	1.31665e+07	2.18474e+07	1468230	303982	4.02197e+08	8.29269e+08	1.67348e+08	2169972332
16 30 30 30	1.79025e+06	3.04197e+06	303530	58544.3	1.51554e+08	1.33564e+07	2.56124e+07	347186621
16 30 30 40	3.09416e+06	5.40666e+06	488826	85368.4	1.57366e+08	14266371	4.00304e+07	597932372
16 30 30 50	4.52061e+06	7.85104e+06	623252	118002	1.86629e+08	3.09842e+07	5.58535e+07	680595552
16 30 30 60	5.90986e+06	9.82645e+06	769179	153032	3.00831e+08	1.01447e+08	7.16999e+07	2160463628
16 30 30 70	6.79176e+06	1.13655e+07	797668	167982	3.07617e+08	2.13331e+08	8.31273e+07	913356121
16 30 30 80	7.68128e+06	1.27077e+07	897268	183263	2.66503e+08	2.85636e+08	9.45341e+07	1245444032
16 30 40 40	3.79625e+06	6.55847e+06	598578	103104	1.99693e+08	63355951	5.18781e+07	547835145
16 30 40 50	6.11068e+06	1.00141e+07	864236	153953	2.47321e+08	1.69631e+08	7.58851e+07	966380104
16 30 40 60	7.6591e+06	1.27389e+07	919996	184236	3.11837e+08	2.84248e+08	9.47933e+07	1442714404
16 30 40 70	8.78882e+06	1.45268e+07	1.00053e+06	202810	3.15479e+08	3.70761e+08	1.09931e+08	1401299957
16 30 40 80	9.93191e+06	1.64424e+07	1.08008e+06	228387	3.63222e+08	5.60892e+08	1.25049e+08	1511644972
16 30 50 50	6.98209e+06	1.15756e+07	885880	162464	2.58946e+08	3.03754e+08	9.12117e+07	1959612964
16 30 50 60	9.35014e+06	1.55934e+07	1.12497e+06	215284	2.9637e+08	4.29314e+08	1.17946e+08	1360655350
16 30 50 70	1.07846e+07	1.81438e+07	1.13351e+06	246883	3.44976e+08	6.09715e+08	1.36754e+08	1500408436
16 30 50 80	1.22252e+07	2.03504e+07	1.29796e+06	284186	5.4556e+08	8.53351e+08	1.55599e+08	2273099752
16 30 60 60	1.11152e+07	18494893	1.20173e+06	253332	5.80257e+08	7.16824e+08	1.41141e+08	1769247446
16 30 60 70	1.27906e+07	2.14826e+07	1.29443e+06	292821	4.1229e+08	8.23274e+08	1.63577e+08	2336319537
16 30 60 80	1.45191e+07	2.43341e+07	1.47629e+06	341576	4.48143e+08	9.60169e+08	1.86079e+08	2288020573
16 30 70 70	1.48135e+07	2.48003e+07	1.53764e+06	341785	4.53404e+08	9.6795e+08	1.90443e+08	2206264280
16 30 70 80	1.68309e+07	2.83874e+07	1.65786e+06	380450	4.56324e+08	1.20479e+09	2.16594e+08	2582673701
16 30 80 80	1.91068e+07	3.23031e+07	1.8892e+06	438771	7.11674e+08	1.49135e+09	2.47109e+08	3339464088
16 40 40 40	4.6981e+06	7.86136e+06	614841	120288	223913030	142577589	6.69268e+07	1050728314
16 40 40 50	7607361	1.25812e+07	855193	175184	2.68859e+08	3.04264e+08	9.86726e+07	1242154855
16 40 40 60	9.93485e+06	1.66597e+07	1.08841e+06	226383	3.41257e+08	5.11211e+08	1.25416e+08	1525049194
16 40 40 70	1.14366e+07	1.90955e+07	1.20409e+06	258208	3.89734e+08	6.22139e+08	1.45417e+08	1881175198
16 40 40 80	1.29439e+07	2.17244e+07	1.40431e+06	286238	4.91147e+08	8.47154e+08	1.65421e+08	2223318974
16 40 50 50	9.18335e+06	1.52745e+07	1.03588e+06	217929	9.32204e+08	5.13244e+08	1.20602e+08	1301278251
16 40 50 60	1.23192e+07	2.05336e+07	1.35764e+06	276554	5.52059e+08	7.44375e+08	1.56017e+08	1966473993
16 40 50 70	1.42041e+07	2.37892e+07	1.49623e+06	314313	7.13051e+08	9.89481e+08	1.80863e+08	2104464625
